,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
7283, C Class,2019,25799,Semi-Auto,1000,Petrol,145,45.6,1.5
7284, C Class,2019,23399,Semi-Auto,3342,Petrol,145,44.1,1.5
7285, A Class,2019,25099,Semi-Auto,4215,Petrol,145,28.5,2.0
7286, CL Class,2019,26099,Semi-Auto,5280,Diesel,145,51.4,2.2
7287, C Class,2019,32199,Semi-Auto,2985,Petrol,145,44.1,1.5
7288, C Class,2019,30599,Semi-Auto,4272,Petrol,145,44.1,2.0
7289, S Class,2019,54999,Automatic,2255,Diesel,145,52.3,3.0
7290, C Class,2019,25899,Semi-Auto,6765,Petrol,145,45.6,1.5
7291, GLA Class,2019,26099,Semi-Auto,6155,Diesel,145,56.5,2.1
7292, E Class,2019,42599,Semi-Auto,1000,Diesel,145,42.8,3.0
7293, A Class,2019,24999,Semi-Auto,5738,Petrol,145,53.3,1.3
7294, C Class,2019,29699,Semi-Auto,5230,Diesel,145,61.4,2.0
7295, C Class,2019,29899,Semi-Auto,8447,Diesel,145,57.7,2.0
7296, C Class,2019,25699,Semi-Auto,13044,Diesel,145,61.4,2.0
7297, E Class,2017,19199,Semi-Auto,49364,Diesel,145,72.4,2.0
7298, A Class,2018,23199,Semi-Auto,8762,Petrol,145,53.3,1.3
7299, C Class,2018,28499,Semi-Auto,7661,Diesel,145,54.3,2.0
7300, A Class,2019,24399,Semi-Auto,5310,Petrol,145,53.3,1.3
7301, GLA Class,2018,21999,Semi-Auto,17231,Diesel,145,67.3,2.1
7302, B Class,2019,22199,Semi-Auto,24279,Petrol,145,45.6,1.3
7303, E Class,2019,34499,Semi-Auto,1825,Diesel,145,70.6,2.0
7304, SL CLASS,2018,34799,Automatic,212,Petrol,145,36.2,3.0
7305, E Class,2019,42599,Automatic,1000,Diesel,145,42.8,3.0
7306, E Class,2019,43519,Automatic,1000,Petrol,145,29.7,3.0
7307, C Class,2019,32069,Automatic,1000,Diesel,145,64.2,2.0
7308, C Class,2019,30759,Automatic,1000,Diesel,145,53.3,2.0
7309, E Class,2019,38899,Automatic,6828,Hybrid,135,188.3,2.0
7310, B Class,2019,25899,Automatic,6664,Diesel,145,55.4,2.0
7311, A Class,2019,25299,Automatic,7775,Diesel,145,56.5,2.0
7312, S Class,2019,90759,Semi-Auto,1000,Petrol,145,34.0,4.0
7313, B Class,2019,22399,Semi-Auto,12124,Petrol,145,45.6,1.3
7314, C Class,2019,22899,Semi-Auto,14959,Diesel,145,61.4,2.0
7315, CLS Class,2019,38899,Semi-Auto,6785,Diesel,145,48.7,2.9
7316, A Class,2018,20899,Semi-Auto,3200,Petrol,145,53.3,1.3
7317, E Class,2019,31249,Semi-Auto,9379,Diesel,145,70.6,2.0
7318, GLC Class,2018,30699,Semi-Auto,6704,Diesel,145,56.5,2.1
7319, C Class,2019,29299,Semi-Auto,5979,Petrol,145,44.1,2.0
7320, CL Class,2019,24399,Semi-Auto,1831,Diesel,145,58.9,2.1
7321, GLC Class,2019,44099,Semi-Auto,7500,Diesel,145,40.4,2.0
7322, C Class,2019,30899,Semi-Auto,7942,Diesel,145,57.7,2.0
7323, C Class,2016,20299,Semi-Auto,6605,Petrol,125,51.4,2.0
7324, B Class,2019,23999,Semi-Auto,2645,Diesel,145,55.4,2.0
7325, E Class,2019,71199,Semi-Auto,958,Petrol,145,30.1,4.0
7326, SL CLASS,2019,58799,Automatic,183,Petrol,145,29.7,3.0
7327, C Class,2019,62199,Semi-Auto,95,Petrol,145,28.5,4.0
7328, A Class,2019,22599,Semi-Auto,2314,Diesel,145,62.8,1.5
7329, B Class,2019,26199,Semi-Auto,5690,Diesel,145,55.4,2.0
7330, E Class,2019,34099,Semi-Auto,4811,Diesel,145,57.7,2.0
7331, C Class,2019,33699,Semi-Auto,1604,Petrol,145,42.2,2.0
7332, E Class,2019,36999,Semi-Auto,6105,Hybrid,135,134.5,2.0
7333, SL CLASS,2019,30799,Automatic,4210,Petrol,145,47.1,2.0
7334, C Class,2019,27299,Automatic,2584,Diesel,145,58.9,1.6
7335, C Class,2019,31199,Automatic,4842,Petrol,145,46.3,1.5
7336, SL CLASS,2019,49899,Automatic,1279,Petrol,145,36.7,3.0
7337, C Class,2019,32399,Automatic,5415,Petrol,145,42.2,2.0
7338, CL Class,2019,26099,Automatic,5802,Diesel,145,51.4,2.2
7339, C Class,2019,38289,Semi-Auto,1000,Diesel,145,54.3,2.0
7340, C Class,2019,33719,Automatic,1000,Diesel,145,61.4,2.0
7341, E Class,2019,40999,Automatic,1000,Hybrid,135,188.3,2.0
7342, C Class,2019,24699,Semi-Auto,6783,Petrol,145,44.1,1.5
7343, A Class,2020,29490,Automatic,3329,Diesel,145,67.3,1.5
7344, A Class,2020,29490,Semi-Auto,4850,Diesel,145,67.3,1.5
7345, CL Class,2019,27499,Semi-Auto,1499,Petrol,145,38.2,2.0
7346, C Class,2018,22549,Semi-Auto,19656,Diesel,145,61.4,2.0
7347, E Class,2019,26399,Semi-Auto,15333,Diesel,145,72.4,2.0
7348, C Class,2019,24299,Semi-Auto,12321,Diesel,145,58.9,2.0
7349, GLA Class,2019,23299,Semi-Auto,15375,Diesel,145,67.3,2.1
7350, A Class,2019,21599,Semi-Auto,9085,Petrol,145,53.3,1.3
7351, E Class,2019,29099,Semi-Auto,10560,Diesel,145,58.9,2.0
7352, E Class,2019,35149,Semi-Auto,7630,Diesel,145,48.7,3.0
7353, GLA Class,2019,23799,Semi-Auto,12836,Diesel,145,67.3,2.1
7354, C Class,2018,27449,Automatic,7322,Diesel,145,57.7,2.0
7355, A Class,2018,22599,Semi-Auto,8297,Petrol,145,53.3,1.3
7356, A Class,2019,20899,Automatic,11587,Petrol,145,53.3,1.3
7357, GLC Class,2019,31899,Semi-Auto,9853,Diesel,145,41.5,2.1
7358, E Class,2019,43999,Automatic,6632,Petrol,145,32.8,3.0
7359, C Class,2019,24299,Automatic,5098,Petrol,145,44.1,1.5
7360, GLA Class,2019,25899,Automatic,5647,Diesel,145,56.5,2.1
7361, A Class,2019,21299,Automatic,1759,Diesel,145,65.7,1.5
7362, A Class,2019,23199,Automatic,3380,Diesel,145,56.5,2.0
7363, GLE Class,2019,49990,Semi-Auto,5401,Diesel,145,32.8,3.0
7364, GLC Class,2019,38990,Semi-Auto,6769,Diesel,145,40.9,2.0
7365, GLC Class,2019,39790,Semi-Auto,5218,Diesel,145,40.9,2.0
7366, B Class,2019,25799,Automatic,7562,Diesel,145,55.4,2.0
7367, SL CLASS,2019,29790,Semi-Auto,2425,Petrol,145,47.9,2.0
7368, A Class,2019,26014,Semi-Auto,2891,Petrol,145,53.3,1.3
7369, A Class,2019,25777,Semi-Auto,7200,Diesel,145,56.5,2.0
7370, GLE Class,2019,52700,Semi-Auto,2343,Diesel,145,32.8,3.0
7371, V Class,2019,44490,Semi-Auto,6295,Diesel,145,36.7,2.0
7372, A Class,2019,25185,Semi-Auto,8294,Petrol,145,53.3,1.3
7373, A Class,2017,14990,Manual,12500,Petrol,150,51.4,1.6
7374, A Class,2018,18500,Semi-Auto,35121,Diesel,150,68.9,2.1
7375, GLA Class,2019,27588,Semi-Auto,6190,Petrol,150,44.8,1.6
7376, C Class,2017,24000,Semi-Auto,24035,Petrol,165,43.5,2.0
7377, C Class,2019,30000,Semi-Auto,8750,Diesel,145,57.7,2.0
7378, B Class,2017,17490,Semi-Auto,8645,Petrol,125,51.4,1.6
7379, E Class,2019,54000,Semi-Auto,5648,Petrol,145,31.7,3.0
7380, C Class,2019,52000,Automatic,5072,Petrol,145,34.5,4.0
7381, A Class,2019,24890,Semi-Auto,7301,Diesel,145,56.5,2.0
7382, A Class,2020,25729,Semi-Auto,1000,Petrol,145,53.3,1.3
7383, A Class,2020,25729,Semi-Auto,1000,Petrol,145,53.3,1.3
7384, A Class,2016,15999,Manual,19022,Diesel,20,68.9,1.5
7385, GLC Class,2017,28999,Semi-Auto,28478,Diesel,150,56.5,2.1
7386, CL Class,2019,38799,Automatic,1666,Petrol,145,32.8,2.0
7387, C Class,2019,36199,Semi-Auto,9800,Petrol,145,30.4,3.0
7388, E Class,2019,24749,Automatic,15210,Diesel,145,72.4,2.0
7389, A Class,2019,19499,Semi-Auto,10440,Diesel,145,68.9,1.5
7390, GLA Class,2019,23199,Automatic,5100,Diesel,145,67.3,2.1
7391, E Class,2019,26099,Semi-Auto,6305,Diesel,145,72.4,2.0
7392, E Class,2019,28470,Semi-Auto,2000,Diesel,145,65.7,2.0
7393, C Class,2019,23000,Semi-Auto,14627,Petrol,145,46.3,1.5
7394, CLS Class,2019,37500,Semi-Auto,2609,Diesel,145,48.7,2.9
7395, SL CLASS,2019,48745,Semi-Auto,9742,Petrol,145,31.4,4.7
7396, GLC Class,2019,34290,Semi-Auto,5595,Diesel,145,44.8,2.0
7397, C Class,2018,26000,Semi-Auto,19800,Petrol,145,42.2,2.0
7398, B Class,2019,21250,Semi-Auto,13545,Petrol,150,45.6,1.3
7399, C Class,2017,25490,Semi-Auto,9714,Diesel,30,65.7,2.1
7400, A Class,2019,26490,Semi-Auto,12984,Petrol,150,53.3,1.3
7401, A Class,2019,22000,Semi-Auto,6686,Diesel,145,67.3,1.5
7402, CL Class,2019,25290,Semi-Auto,14265,Diesel,145,51.4,2.2
7403, C Class,2017,17890,Semi-Auto,26514,Diesel,145,61.4,2.1
7404, GLE Class,2019,48000,Semi-Auto,3746,Diesel,145,36.7,2.0
7405, GLC Class,2019,38000,Semi-Auto,99,Petrol,145,32.1,2.0
7406, C Class,2019,29427,Semi-Auto,3085,Petrol,145,44.1,2.0
7407, E Class,2019,48599,Semi-Auto,1000,Diesel,145,45.6,3.0
7408, A Class,2019,26699,Semi-Auto,998,Petrol,145,53.3,1.3
7409, C Class,2019,33799,Semi-Auto,2014,Diesel,145,57.7,2.0
7410, CL Class,2019,29499,Semi-Auto,1710,Petrol,145,39.8,2.0
7411, GLE Class,2016,24862,Semi-Auto,49499,Diesel,200,47.9,2.1
7412, E Class,2019,38399,Automatic,5493,Diesel,145,48.7,3.0
7413, C Class,2019,30499,Semi-Auto,1488,Diesel,145,61.4,2.0
7414, E Class,2019,33099,Semi-Auto,5260,Diesel,145,70.6,2.0
7415, C Class,2019,28589,Automatic,7621,Diesel,145,57.7,2.0
7416, SLK,2014,10950,Automatic,55404,Diesel,145,56.5,2.0
7417, E Class,2019,29900,Semi-Auto,14605,Diesel,150,58.9,2.0
7418, A Class,2019,23500,Semi-Auto,10617,Petrol,150,53.3,1.3
7419, C Class,2019,25900,Semi-Auto,9625,Petrol,150,47.1,1.5
7420, CL Class,2017,31000,Semi-Auto,24325,Petrol,150,40.9,2.0
7421, A Class,2017,16000,Manual,14255,Petrol,145,50.4,1.6
7422, GLE Class,2019,51290,Automatic,6235,Diesel,145,32.8,3.0
7423, E Class,2017,19290,Semi-Auto,25500,Diesel,150,67.3,2.0
7424, A Class,2019,21290,Semi-Auto,8783,Petrol,150,53.3,1.3
7425, A Class,2019,24000,Semi-Auto,4899,Petrol,150,53.3,1.3
7426, GLA Class,2019,22000,Semi-Auto,15174,Diesel,145,67.3,2.1
7427, SL CLASS,2019,29350,Semi-Auto,4452,Petrol,145,47.1,2.0
7428, GLE Class,2019,49990,Semi-Auto,5794,Diesel,145,32.8,3.0
7429, C Class,2019,29000,Semi-Auto,9809,Diesel,145,57.7,2.0
7430, C Class,2019,30200,Semi-Auto,4589,Diesel,145,64.2,2.0
7431, C Class,2019,30132,Semi-Auto,7165,Diesel,145,57.7,2.0
7432, GLC Class,2019,36390,Semi-Auto,10955,Diesel,145,40.9,2.0
7433, GLC Class,2019,36490,Semi-Auto,6668,Diesel,145,40.9,2.0
7434, GLC Class,2019,36490,Semi-Auto,7011,Diesel,145,40.9,2.0
7435, E Class,2018,28790,Semi-Auto,13534,Diesel,145,57.7,2.0
7436, C Class,2019,27690,Semi-Auto,8070,Petrol,145,44.1,2.0
7437, C Class,2020,33800,Semi-Auto,2406,Petrol,145,47.1,1.5
7438, GLA Class,2020,27790,Semi-Auto,2460,Petrol,145,35.8,1.6
7439, C Class,2020,29990,Semi-Auto,99,Diesel,145,64.2,2.0
7440, E Class,2018,24790,Semi-Auto,16151,Diesel,145,58.9,2.0
7441, C Class,2020,33990,Semi-Auto,99,Diesel,145,48.7,2.0
7442, A Class,2020,26500,Semi-Auto,3143,Petrol,145,53.3,1.3
7443, A Class,2020,26400,Semi-Auto,2249,Petrol,145,53.3,1.3
7444, GLC Class,2019,36490,Semi-Auto,5223,Diesel,145,40.9,2.0
7445, C Class,2015,15991,Semi-Auto,35000,Diesel,125,60.1,2.1
7446, A Class,2017,20392,Semi-Auto,4597,Petrol,125,52.3,1.6
7447, E Class,2014,16872,Semi-Auto,23435,Diesel,160,47.9,3.0
7448, C Class,2017,14990,Semi-Auto,76982,Hybrid,0,134.5,2.0
7449, GLA Class,2019,20500,Manual,3242,Petrol,145,40.9,1.6
7450, C Class,2019,31499,Semi-Auto,6618,Diesel,145,54.3,2.0
7451, C Class,2019,29799,Automatic,6012,Petrol,145,46.3,1.5
7452, C Class,2019,29399,Semi-Auto,8545,Diesel,145,61.4,2.0
7453, C Class,2018,22949,Automatic,10577,Petrol,145,46.3,1.5
7454, GLC Class,2019,43199,Automatic,12704,Diesel,145,40.4,2.0
7455, GLC Class,2018,31199,Semi-Auto,11673,Diesel,145,56.5,2.1
7456, C Class,2016,20890,Semi-Auto,25726,Diesel,20,68.9,2.1
7457, GLC Class,2019,31490,Semi-Auto,3270,Diesel,145,44.8,2.0
7458, GLC Class,2019,31490,Semi-Auto,6294,Diesel,145,44.8,2.0
7459, CL Class,2019,26799,Semi-Auto,4422,Petrol,145,38.2,2.0
7460, CL Class,2019,26799,Semi-Auto,4276,Petrol,145,38.2,2.0
7461, GLA Class,2014,16799,Semi-Auto,21000,Diesel,145,55.4,2.1
7462, E Class,2019,42729,Semi-Auto,1709,Hybrid,135,188.3,2.0
7463, C Class,2019,32069,Semi-Auto,1000,Diesel,145,64.2,2.0
7464, E Class,2017,22299,Semi-Auto,19725,Diesel,145,65.7,2.0
7465, B Class,2019,22889,Semi-Auto,1552,Diesel,145,55.4,2.0
7466, C Class,2019,30599,Semi-Auto,4504,Petrol,145,44.1,2.0
7467, C Class,2019,28799,Semi-Auto,5136,Diesel,145,60.1,1.6
7468, E Class,2019,39499,Semi-Auto,1000,Diesel,145,57.7,2.0
7469, SL CLASS,2019,32299,Semi-Auto,1000,Petrol,145,47.1,2.0
7470, S Class,2015,32249,Automatic,7864,Petrol,325,31.7,4.7
7471, GLE Class,2019,52779,Semi-Auto,1000,Diesel,145,32.8,3.0
7472, SL CLASS,2019,57399,Semi-Auto,894,Petrol,145,31.4,4.7
7473, A Class,2019,22699,Semi-Auto,2046,Diesel,145,56.5,2.0
7474, A Class,2019,25899,Semi-Auto,1413,Diesel,145,65.7,1.5
7475, A Class,2019,22499,Semi-Auto,3273,Diesel,145,56.5,2.0
7476, SL CLASS,2019,30599,Semi-Auto,1905,Petrol,145,47.9,2.0
7477, CL Class,2014,16349,Semi-Auto,27266,Petrol,125,51.4,1.6
7478, E Class,2018,50799,Semi-Auto,1462,Petrol,145,31.7,3.0
7479, C Class,2019,27349,Semi-Auto,5917,Diesel,145,64.2,2.0
7480, GLA Class,2019,22999,Semi-Auto,13452,Diesel,145,67.3,2.1
7481, E Class,2019,37199,Semi-Auto,5359,Diesel,145,48.7,3.0
7482, C Class,2019,29549,Semi-Auto,5071,Diesel,145,55.4,2.0
7483, SL CLASS,2019,47789,Semi-Auto,2702,Petrol,145,36.7,3.0
7484, C Class,2019,29999,Semi-Auto,7193,Petrol,145,44.1,2.0
7485, C Class,2019,29399,Semi-Auto,8123,Diesel,145,57.7,2.0
7486, C Class,2018,25999,Automatic,7317,Petrol,145,46.3,1.5
7487, C Class,2018,25949,Semi-Auto,11961,Diesel,145,65.7,2.1
7488, E Class,2019,35949,Semi-Auto,6995,Diesel,145,48.7,3.0
7489, C Class,2019,26899,Semi-Auto,2000,Petrol,145,45.6,1.5
7490, C Class,2019,30399,Semi-Auto,7163,Diesel,145,54.3,2.0
7491, C Class,2019,26399,Semi-Auto,3553,Petrol,145,47.9,2.0
7492, E Class,2016,22799,Semi-Auto,21330,Diesel,30,65.7,2.0
7493, GLE Class,2019,48099,Semi-Auto,3312,Diesel,145,36.7,2.0
7494, CL Class,2019,26099,Semi-Auto,3550,Diesel,145,51.4,2.2
7495, CL Class,2019,24799,Semi-Auto,200,Petrol,145,44.1,1.6
7496, A Class,2019,21999,Semi-Auto,4025,Diesel,145,65.7,1.5
7497, B Class,2019,26599,Semi-Auto,935,Diesel,145,55.4,2.0
7498, C Class,2019,24699,Semi-Auto,4040,Petrol,145,46.3,1.5
7499, S Class,2017,67699,Semi-Auto,15400,Petrol,145,28.0,5.5
7500, A Class,2017,16899,Semi-Auto,11750,Petrol,145,53.3,1.6
7501, C Class,2017,15999,Semi-Auto,34301,Diesel,20,65.7,2.1
7502, C Class,2019,30099,Semi-Auto,2924,Diesel,145,56.5,2.0
7503, GLE Class,2019,49699,Semi-Auto,3151,Diesel,145,36.7,3.0
7504, B Class,2019,23999,Semi-Auto,2067,Diesel,145,55.4,2.0
7505, C Class,2019,30299,Semi-Auto,4284,Diesel,145,55.4,2.0
7506, C Class,2019,25299,Semi-Auto,4004,Petrol,145,44.1,1.5
7507, GLE Class,2019,49499,Semi-Auto,4180,Diesel,145,36.7,3.0
7508, C Class,2019,30099,Semi-Auto,4701,Diesel,145,54.3,1.6
7509, C Class,2019,32429,Semi-Auto,1000,Diesel,145,57.7,2.0
7510, CL Class,2019,29299,Semi-Auto,3004,Petrol,145,40.9,2.0
7511, E Class,2019,34999,Semi-Auto,3174,Diesel,145,45.6,2.0
7512, S Class,2019,54599,Semi-Auto,5961,Diesel,145,52.3,3.0
7513, GLE Class,2019,55199,Semi-Auto,3029,Diesel,145,32.8,3.0
7514, C Class,2019,33599,Semi-Auto,2679,Diesel,145,57.7,2.0
7515, GLC Class,2019,74199,Semi-Auto,1000,Petrol,145,26.4,4.0
7516, C Class,2019,33599,Semi-Auto,1000,Petrol,145,44.1,2.0
7517, C Class,2019,31999,Semi-Auto,1000,Diesel,145,61.4,2.0
7518, A Class,2017,75089,Semi-Auto,5226,Petrol,145,30.4,4.0
7519, C Class,2019,25599,Semi-Auto,2648,Petrol,145,44.1,1.5
7520, CL Class,2019,27299,Semi-Auto,3174,Petrol,145,38.2,2.0
7521, CL Class,2019,27299,Semi-Auto,3225,Petrol,145,38.2,2.0
7522, C Class,2019,26599,Semi-Auto,12961,Petrol,145,47.1,1.5
7523, E Class,2019,24999,Semi-Auto,13302,Diesel,145,72.4,2.0
7524, C Class,2019,28099,Semi-Auto,20001,Diesel,145,61.4,2.0
7525, C Class,2019,24599,Semi-Auto,9905,Diesel,145,58.9,2.0
7526, GLA Class,2019,22899,Semi-Auto,15618,Diesel,145,67.3,2.1
7527, GLE Class,2019,48399,Semi-Auto,8921,Diesel,145,35.8,2.0
7528, E Class,2019,24899,Semi-Auto,13474,Diesel,145,72.4,2.0
7529, C Class,2014,14299,Semi-Auto,47399,Diesel,20,64.2,2.1
7530, E Class,2019,28699,Semi-Auto,13217,Diesel,145,58.9,2.0
7531, C Class,2019,25389,Semi-Auto,2000,Petrol,145,45.6,1.5
7532, C Class,2019,25389,Semi-Auto,2000,Petrol,145,45.6,1.5
7533, GLA Class,2018,26399,Semi-Auto,4507,Diesel,145,56.5,2.1
7534, A Class,2018,20899,Semi-Auto,3166,Petrol,145,53.3,1.3
7535, C Class,2019,24389,Semi-Auto,2000,Petrol,145,44.1,1.5
7536, E Class,2019,37999,Semi-Auto,4366,Diesel,145,48.7,3.0
7537, C Class,2019,26899,Semi-Auto,2000,Petrol,145,45.6,1.5
7538, SL CLASS,2019,49299,Semi-Auto,670,Petrol,145,36.7,3.0
7539, A Class,2019,25639,Semi-Auto,1892,Diesel,145,56.5,2.0
7540, A Class,2019,24519,Semi-Auto,2486,Diesel,145,56.5,2.0
7541, GLA Class,2019,24999,Semi-Auto,1160,Diesel,145,64.2,2.1
7542, E Class,2019,43649,Semi-Auto,2396,Hybrid,135,176.6,2.0
7543, E Class,2016,15599,Automatic,36210,Diesel,125,58.9,2.1
7544, C Class,2015,17399,Semi-Auto,21019,Diesel,20,64.2,2.1
7545, GLE Class,2017,40899,Semi-Auto,16000,Diesel,145,39.2,3.0
7546, C Class,2017,24999,Semi-Auto,21210,Diesel,145,65.7,2.1
7547, B Class,2019,22699,Semi-Auto,13021,Petrol,145,45.6,1.3
7548, E Class,2019,28299,Semi-Auto,2000,Petrol,145,39.8,2.0
7549, C Class,2019,29399,Semi-Auto,7224,Diesel,145,61.4,2.0
7550, E Class,2017,20199,Semi-Auto,19075,Diesel,145,72.4,2.0
7551, C Class,2019,32049,Semi-Auto,2365,Diesel,145,57.7,2.0
7552, C Class,2018,23149,Semi-Auto,17000,Diesel,145,61.4,2.1
7553, A Class,2019,21299,Semi-Auto,6604,Petrol,145,53.3,1.3
7554, B Class,2019,22199,Semi-Auto,12980,Petrol,145,45.6,1.3
7555, C Class,2019,28999,Semi-Auto,4938,Diesel,145,61.4,2.0
7556, E Class,2019,24749,Semi-Auto,15181,Diesel,145,72.4,2.0
7557, C Class,2019,20999,Semi-Auto,9883,Diesel,145,61.4,2.0
7558, C Class,2018,18899,Semi-Auto,13924,Petrol,145,46.3,1.5
7559, E Class,2017,18699,Semi-Auto,40703,Diesel,20,72.4,2.0
7560, E Class,2016,20049,Semi-Auto,27868,Diesel,145,54.3,3.0
7561, B Class,2019,23979,Semi-Auto,5425,Diesel,145,55.4,2.0
7562, A Class,2019,26999,Semi-Auto,2315,Diesel,145,56.5,2.0
7563, E Class,2019,56499,Semi-Auto,484,Petrol,145,31.7,3.0
7564, C Class,2019,34579,Semi-Auto,1000,Petrol,145,44.1,1.5
7565, A Class,2019,25149,Semi-Auto,3890,Diesel,145,56.5,2.0
7566, A Class,2019,24519,Semi-Auto,2882,Diesel,145,56.5,2.0
7567, GLA Class,2016,18799,Semi-Auto,18950,Diesel,125,56.5,2.1
7568, GLA Class,2015,17199,Semi-Auto,42700,Diesel,125,55.4,2.1
7569, E Class,2017,24299,Semi-Auto,18701,Diesel,145,54.3,3.0
7570, B Class,2018,16299,Manual,6364,Petrol,145,49.6,1.6
7571, GLE Class,2017,30599,Semi-Auto,23732,Diesel,145,47.9,2.1
7572, GLC Class,2020,47459,Semi-Auto,1000,Petrol,145,26.4,3.0
7573, C Class,2016,13000,Automatic,53065,Diesel,20,65.7,2.1
7574, GLE Class,2015,22986,Semi-Auto,43434,Diesel,260,42.8,3.0
7575, A Class,2019,20888,Semi-Auto,14725,Petrol,145,45.6,2.0
7576, E Class,2017,21149,Semi-Auto,29146,Diesel,145,65.7,2.0
7577, GLA Class,2019,24449,Semi-Auto,10420,Petrol,145,50.4,1.6
7578, A Class,2017,16249,Semi-Auto,3951,Diesel,145,74.3,1.5
7579, C Class,2019,25349,Semi-Auto,9687,Petrol,145,46.3,1.5
7580, GLC Class,2019,30149,Semi-Auto,10903,Diesel,145,56.5,2.1
7581, E Class,2018,25749,Semi-Auto,1624,Diesel,145,61.4,2.0
7582, C Class,2019,41099,Semi-Auto,8370,Petrol,145,29.4,3.0
7583, C Class,2019,30749,Semi-Auto,2000,Petrol,145,44.1,2.0
7584, CL Class,2019,26299,Semi-Auto,11347,Diesel,145,51.4,2.2
7585, CL Class,2019,26149,Semi-Auto,12757,Diesel,145,51.4,2.2
7586, A Class,2016,12699,Manual,45252,Diesel,30,65.7,2.1
7587, A Class,2019,22969,Semi-Auto,3486,Diesel,145,56.5,2.0
7588, C Class,2019,26099,Semi-Auto,5433,Petrol,145,45.6,1.5
7589, SL CLASS,2017,57999,Semi-Auto,8420,Petrol,145,28.0,5.5
7590, GLA Class,2014,15999,Semi-Auto,33487,Diesel,145,55.4,2.1
7591, A Class,2018,23599,Semi-Auto,1850,Petrol,145,53.3,1.3
7592, E Class,2019,36500,Semi-Auto,5000,Hybrid,135,188.3,2.0
7593, GLC Class,2019,34500,Semi-Auto,4000,Diesel,145,44.8,2.0
7594, A Class,2019,26100,Semi-Auto,4000,Petrol,145,28.5,2.0
7595, GLE Class,2019,46500,Semi-Auto,8148,Diesel,145,36.7,2.0
7596, C Class,2019,41000,Semi-Auto,5339,Petrol,145,28.8,3.0
7597, C Class,2019,31450,Semi-Auto,5104,Diesel,145,57.7,2.0
7598, B Class,2019,25300,Semi-Auto,2662,Petrol,145,44.8,1.3
7599, GLC Class,2019,36800,Semi-Auto,6112,Diesel,145,40.9,2.0
7600, GLC Class,2019,40000,Semi-Auto,3860,Diesel,145,40.9,2.0
7601, A Class,2020,25879,Semi-Auto,1000,Petrol,145,53.3,1.3
7602, C Class,2018,25299,Semi-Auto,13440,Diesel,145,64.2,2.0
7603, GLC Class,2018,31994,Semi-Auto,19339,Diesel,145,45.6,3.0
7604, C Class,2018,39000,Semi-Auto,7011,Petrol,150,29.1,3.0
7605, C Class,2016,17500,Semi-Auto,41758,Hybrid,0,134.5,2.0
7606, E Class,2016,19999,Semi-Auto,27663,Diesel,30,65.7,2.0
7607, A Class,2020,22559,Manual,1000,Petrol,145,28.5,1.3
7608, GLC Class,2019,37189,Semi-Auto,4500,Diesel,145,40.9,2.0
7609, B Class,2019,23979,Semi-Auto,1000,Diesel,145,55.4,2.0
7610, A Class,2017,13849,Manual,33770,Diesel,20,72.4,1.5
7611, CLS Class,2019,43499,Semi-Auto,12346,Diesel,145,47.9,2.9
7612, C Class,2019,19899,Semi-Auto,13633,Petrol,145,46.3,1.5
7613, C Class,2019,19849,Semi-Auto,14017,Petrol,145,46.3,1.5
7614, C Class,2019,21099,Semi-Auto,4535,Petrol,145,46.3,1.5
7615, C Class,2019,25399,Semi-Auto,10260,Petrol,145,44.1,1.5
7616, C Class,2019,26599,Semi-Auto,8912,Diesel,145,61.4,2.0
7617, C Class,2019,25449,Semi-Auto,13280,Petrol,145,47.1,1.5
7618, B Class,2020,25600,Semi-Auto,4000,Petrol,145,44.8,1.3
7619, A Class,2020,26000,Semi-Auto,4000,Petrol,145,53.3,1.3
7620, C Class,2019,25000,Semi-Auto,481,Petrol,145,45.6,1.5
7621, GLC Class,2019,36000,Semi-Auto,6462,Diesel,145,40.9,2.0
7622, GLC Class,2019,37000,Semi-Auto,5529,Diesel,145,40.9,2.0
7623, C Class,2019,29000,Semi-Auto,2198,Petrol,145,47.1,1.5
7624, C Class,2019,25699,Semi-Auto,11793,Petrol,145,47.1,1.5
7625, GLA Class,2019,22699,Semi-Auto,14342,Diesel,145,67.3,2.1
7626, B Class,2019,21549,Semi-Auto,14387,Petrol,145,45.6,1.3
7627, E Class,2019,24749,Semi-Auto,14242,Diesel,145,72.4,2.0
7628, A Class,2019,20149,Manual,9203,Petrol,145,28.5,1.3
7629, C Class,2019,20299,Semi-Auto,14271,Petrol,145,46.3,1.5
7630, C Class,2019,29949,Semi-Auto,8208,Diesel,145,57.7,2.0
7631, C Class,2019,20449,Semi-Auto,13181,Petrol,145,46.3,1.5
7632, C Class,2019,25549,Semi-Auto,14995,Diesel,145,61.4,2.0
7633, GLC Class,2019,35000,Semi-Auto,5383,Diesel,145,44.8,2.0
7634, GLC Class,2019,36000,Semi-Auto,8000,Diesel,145,40.9,2.0
7635, C Class,2019,31500,Semi-Auto,7000,Diesel,145,57.7,2.0
7636, B Class,2019,27500,Semi-Auto,4000,Petrol,145,37.7,2.0
7637, GLC Class,2019,40000,Semi-Auto,4000,Diesel,145,40.9,2.0
7638, GLE Class,2019,47390,Semi-Auto,9500,Diesel,145,36.7,2.0
7639, E Class,2019,49000,Semi-Auto,9722,Petrol,145,32.1,3.0
